PointID,HorizontID,Upper limit,Lower limit,Horizon symbol,Rock fragment fraction,Soil colour,Stones,Stone density,Carbonate class,Organic matter content class,Rooting intensity,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,Soil texture class_x,BD_FS,BD_bulk,FSS,Water content,pH_H2O,EC_H2O,pH_CaCl2,TC,TOC,TIC,TN,County
4488,6.0,33.0,55.0,Unknown,4.824233768,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,23.2,19.2,15.1,9.8,13.9,5.8,57.4,29.6,13.0,Sl4,1.33,1.48,1265.8,27.65,5.89,59.2,5.16,29.700000000000003,29.700000000000003,0.0,2.62,BY        
4488,1.0,0.0,13.0,I; Ah,6.333422846,10YR 4/2,10,2.65,C0,h3,Wf6,21.5,20.8,15.8,9.5,11.6,6.5,58.1,27.6,14.3,Sl4,1.52,1.48,2847.4,18.72,5.98,41.2,5.13,11.22,11.22,0.0,0.97,BY        
4488,2.0,13.0,28.0,I; rAp,3.852892541,10YR 4/2,10,2.65,C0,h3,Wf4,20.2,22.7,17.1,8.9,9.4,5.4,59.9,23.7,16.4,Sl4,1.54,1.48,2961.3,18.79,5.76,19.0,4.63,3.67,3.67,0.0,0.33,BY        
4488,3.0,28.0,61.0,I; Bv,3.793755438,10YR 5/3,10,2.65,C0,h2,Wf2,23.3,27.5,19.7,7.0,7.1,3.5,70.6,17.6,11.8,Sl3,1.5,1.48,1587.4,19.79,5.82,13.8,4.55,2.33,2.33,0.0,0.19,BY        
4488,4.0,61.0,132.0,I; lCv,14.66724144,7.5YR 5/3,40,2.65,C0,h1,Wf1,22.6,30.4,22.8,6.2,5.2,3.0,75.8,14.3,9.9,Sl3,1.59,1.48,1221.1,17.94,5.88,11.3,4.57,1.7000000000000002,1.7000000000000002,0.0,0.17,BY        
4488,5.0,33.0,55.0,Unknown,23.04036403,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,35.6,27.2,14.7,4.6,3.7,2.1,77.4,10.4,12.2,Sl4,1.6,1.48,3694.1,14.05,5.44,18.5,4.22,1.1700000000000002,1.1700000000000002,0.0,0.13,BY        
4498,6.0,97.0,120.0,II; elCv,5.828004299,10YR 6/3,---,2.65,C3,h0,Unknown,14.1,48.7,18.8,5.9,4.0,2.8,81.6,12.7,5.7,Sl2,1.32,1.48,1243.0,10.53,5.1,45.3,4.4,19.36,19.36,0.0,1.48,BW        
4498,1.0,0.0,10.0,I; Ah,5.727123358,10YR 3/2,10,2.65,C0,h3,Wf6,14.5,47.2,18.8,6.8,4.1,3.0,80.5,14.0,5.5,Sl2,1.46,1.48,2752.7,9.42,5.16,25.3,4.49,9.73,9.73,0.0,0.63,BW        
4498,2.0,10.0,28.0,I; rAp,7.036340614,10YR 3/3,15,2.65,C0,h2,Wf3,17.0,39.4,31.5,4.4,2.1,1.8,87.9,8.3,3.8,mSfs,1.49,1.48,2770.3,6.58,5.39,11.9,4.67,1.36,1.36,0.0,0.06,BW        
4498,3.0,28.0,50.0,I; Bfv,5.08971369,10YR 5/6,9,2.65,C0,h0,Wf1,11.7,32.1,45.7,3.6,1.9,1.2,89.6,6.8,3.6,fSms,1.48,1.48,2809.3,7.56,5.47,8.6,4.52,0.6900000000000001,0.6900000000000001,0.0,0.05,BW        
4498,4.0,50.0,70.0,II; Al-Bv,0.538867925,10YR 5/6,6,2.65,C0,h0,Wf1,2.6,12.2,70.3,3.0,1.9,1.1,85.1,6.0,8.9,St2,1.41,1.42,4207.2,14.46,6.18,15.1,5.46,1.24,1.24,0.0,0.07,BW        
4501,1.0,0.0,20.0,I; eAcp,0.172075472,10YR 4/3,1,2.65,C3,h3,Wf6,0.4,0.8,1.4,43.6,28.4,5.1,2.6,77.1,20.3,Ut4,1.09,1.09,1084.8,17.99,7.49,154.0,7.38,33.79,14.31,19.48,1.36,BW        
4501,2.0,20.0,28.0,I; erAcp,0.110188679,10YR 4/4,1,2.65,C4,h3,Wf4,0.4,0.8,1.4,45.6,27.2,4.9,2.6,77.7,19.7,Ut4,1.26,1.26,1258.6,15.1,7.51,130.4,7.45,31.99,11.690000000000001,20.299999999999997,1.1,BW        
4501,3.0,28.0,54.0,I; elCc1,0.329056604,10YR 5/3,1,2.65,C4,h2,Wf3,0.2,0.4,1.0,44.2,28.8,7.3,1.6,80.3,18.1,Ut4,1.53,1.53,1525.0,13.38,7.86,152.6,7.58,28.64,7.119999999999999,21.520000000000003,0.68,BW        
4501,4.0,54.0,160.0,I; elCc2,0.126792453,10YR 5/3,1,2.65,C4,h1,Wf2,0.2,0.3,1.0,43.4,28.4,6.6,1.5,78.4,20.1,Ut4,1.57,1.57,3136.0,14.35,7.87,114.3,7.61,15.64,3.29,12.350000000000001,0.31,BW        
4501,5.0,160.0,200.0,I; lCv,0.027169811,10YR 5/3,0,2.65,C2,h0,Unknown,0.2,0.2,1.1,42.9,28.8,5.7,1.4,77.4,21.2,Ut4,1.63,1.63,3259.1,15.89,7.91,100.8,7.62,12.77,2.49,10.280000000000001,0.25,BW        
4501,6.0,33.0,55.0,Unknown,0.027169811,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.1,0.3,1.3,44.0,28.0,6.3,1.7,78.2,20.1,Ut4,1.53,1.53,4588.8,15.38,7.95,104.5,7.62,23.090000000000003,1.77,21.32,0.16,BW        
4505,1.0,0.0,10.0,I; eAp1,5.661132075,10YR 3/3,4,2.65,C3,h3,Wf5,3.4,4.8,9.6,32.8,17.7,5.9,17.7,56.4,25.9,Lu,1.21,1.28,1139.1,20.79,7.5,171.9,7.37,18.15,12.3,5.85,1.1700000000000002,BW        
4505,2.0,10.0,28.0,I; eAp2,7.530290126,10YR 3/3,10,2.65,C3,h3,Wf4,2.7,4.9,9.7,31.6,19.2,5.0,17.3,55.8,26.9,Lu,1.5,1.48,2773.1,20.13,7.64,201.0,7.41,18.0,12.370000000000001,5.629999999999999,1.19,BW        
4505,3.0,28.0,120.0,II; elCv,90.0,7.5YR 4/4,90,2.65,C5,h2,Wf3,27.7,9.5,3.9,7.7,4.8,4.0,41.1,16.5,42.4,Lts,1.1,1.48,220.0,3.79,7.9,265.0,7.51,20.44,7.5,12.940000000000001,0.8,BW        
4505,4.0,33.0,55.0,Unknown,90.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,25.9,13.1,5.0,4.0,4.7,3.5,44.0,12.2,43.8,Ts3,1.01,1.48,202.0,4.42,7.99,225.0,7.62,29.77,5.67,24.1,0.61,BW        
4505,5.0,33.0,55.0,Unknown,90.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,13.7,13.7,6.9,4.5,3.9,5.3,34.4,13.6,52.0,Ts2,0.93,1.48,279.0,5.05,8.01,203.0,7.63,39.4,4.82,34.58,0.49,BW        
4506,1.0,0.0,10.0,I; Ap,1.008301887,10YR 4/3,2,2.65,C0,h3,Wf5,0.6,1.1,1.9,42.5,28.3,6.6,3.6,77.4,19.0,Ut4,1.38,1.38,1360.0,31.37,6.25,95.1,5.87,15.45,15.45,0.0,1.55,BW        
4506,2.0,10.0,30.0,I; rAp,1.253584906,10YR 4/3,2,2.65,C0,h3,Wf4,1.0,0.8,1.9,41.5,28.7,6.1,3.8,76.2,20.0,Ut4,1.49,1.5,2942.0,24.84,6.49,56.8,6.09,11.92,11.92,0.0,1.27,BW        
4506,3.0,30.0,53.0,I; Al,0.009811321,7.5YR 4/3,0,2.65,C0,h2,Wf3,0.3,0.7,1.5,41.8,28.3,6.9,2.5,77.1,20.4,Ut4,1.58,1.58,3159.7,22.11,6.95,38.0,6.52,5.0600000000000005,5.0600000000000005,0.0,0.61,BW        
4506,4.0,53.0,100.0,I; Bt1,0.0,7.5YR 4/3,0,2.65,C0,h1,Wf3,0.1,0.5,1.4,35.2,23.1,7.0,2.0,65.4,32.6,Tu4,1.52,1.52,3040.0,24.45,7.1,47.8,6.7,4.87,4.87,0.0,0.5700000000000001,BW        
4506,1.0,0.0,10.0,I; Ap,0.0,10YR 4/3,2,2.65,C0,h3,Wf5,0.1,0.3,1.1,37.8,23.4,6.2,1.5,67.4,31.1,Tu4,1.53,1.53,4590.0,25.31,7.25,54.5,6.86,3.24,3.24,0.0,0.43999999999999995,BW        
4507,2.0,20.0,40.0,I; Bv,1.201509434,2.5YR 4/3,10,2.65,C0,h2,Wf0,14.2,36.1,21.5,5.2,4.2,4.1,71.7,13.5,14.8,Sl4,1.44,1.45,1416.0,17.07,6.63,123.0,6.2,12.1,12.1,0.0,1.04,BW        
4507,3.0,40.0,130.0,I; elCv,1.297358491,5YR 6/2,10,2.65,C5,h1,Wf0,16.0,36.4,20.9,4.6,4.5,4.0,73.3,13.0,13.7,Sl4,1.5,1.51,1479.0,16.91,6.63,144.1,6.16,12.66,12.66,0.0,1.11,BW        
4507,4.0,33.0,55.0,Unknown,0.499622642,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,1.0,8.6,16.9,10.2,8.6,10.2,26.5,29.1,44.4,Lts,1.54,1.55,1532.3,25.16,7.23,77.4,6.83,2.67,2.33,0.34,0.52,BW        
4507,5.0,33.0,55.0,Unknown,18.68962458,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.8,8.3,15.2,9.6,6.1,7.4,24.3,23.1,52.6,Tl,1.51,1.48,2455.6,25.34,7.54,131.2,7.33,18.6,2.18,16.419999999999998,0.45999999999999996,BW        
4507,1.0,0.0,20.0,I; Ap,15.61007772,7.5YR 3/2,2,2.65,C0,h3,Wf1,1.4,8.8,15.2,8.4,4.8,8.0,25.4,21.1,53.5,Tl,1.49,1.48,2513.3,23.69,7.83,96.9,7.51,52.79,2.21,50.58,0.31,BW        
4507,2.0,20.0,40.0,I; Bv,14.2733037,2.5YR 4/3,10,2.65,C0,h2,Wf0,1.4,8.3,14.6,3.1,4.8,3.5,24.3,11.4,64.3,Ts2,1.36,1.48,3497.6,30.05,7.82,111.1,7.52,54.77,2.72,52.05,0.34,BW        
4513,3.0,27.0,46.0,I; Bv,0.01509434,5YR 4/3,3,2.65,C0,h1,Wf2,5.8,23.9,12.4,6.9,9.3,7.7,42.1,23.9,34.0,Lts,0.81,0.82,806.9,40.27,5.71,67.3,5.18,58.099999999999994,58.099999999999994,0.0,5.61,BW        
4513,4.0,46.0,67.0,I; Swd-ilCv,0.082264151,7.5YR 4/3,5,2.65,C0,h0,Wf1,6.2,22.1,12.3,7.3,8.6,7.5,40.6,23.4,36.0,Lts,1.31,1.31,2617.8,26.4,5.9,35.2,5.23,19.46,19.46,0.0,2.0100000000000002,BW        
4513,5.0,67.0,110.0,I; ilCv,2.027924528,5YR 5/3,10,2.65,C0,h0,Unknown,9.2,23.7,14.2,12.7,11.8,6.3,47.1,30.8,22.1,Ls3,1.66,1.67,3252.7,15.85,6.02,19.8,5.21,6.61,6.61,0.0,0.65,BW        
4513,6.0,110.0,150.0,II; ilCv,5.720754717,5YR 5/4,0,2.65,C0,h0,Unknown,22.5,34.6,8.8,8.2,8.1,5.3,66.0,21.6,12.4,Sl4,1.76,1.78,3318.6,12.29,6.03,11.8,5.08,2.27,2.27,0.0,0.25,BW        
4513,1.0,0.0,13.0,I; Ah,4.599682891,7.5YR 3/2,1,2.65,C0,h4,Wf6,28.9,48.0,7.3,1.0,1.0,0.8,84.2,2.7,13.1,St2,1.65,1.48,4474.8,12.48,6.39,8.8,5.21,0.66,0.66,0.0,0.10999999999999999,BW        
4514,2.0,20.0,67.0,I; Bv,2.69509434,10YR 5/3,40,2.65,C0,h0,Wf3,14.0,46.8,19.5,3.2,2.3,2.9,80.3,8.3,11.4,St2,1.35,1.36,1311.8,10.72,5.36,213.0,4.9,10.03,10.03,0.0,0.99,BW        
4514,3.0,67.0,170.0,I; Sw,2.271698113,5Y 7/1,5,2.65,C0,h0,Wf1,16.2,47.2,17.8,2.7,2.5,2.7,81.2,8.0,10.8,St2,1.29,1.29,1253.4,7.08,5.52,113.8,4.93,11.14,11.14,0.0,1.06,BW        
4514,4.0,170.0,200.0,I; Sd,0.677590513,2.5YR 4/2,2,2.65,C0,h0,Unknown,22.0,54.5,9.0,1.1,1.6,2.2,85.5,4.9,9.6,St2,1.63,1.48,1130.0,5.95,6.13,41.2,5.45,1.29,1.29,0.0,0.17,BW        
4514,1.0,0.0,20.0,I; Ap,1.310467268,10YR 3/2,4,2.65,C0,h3,Wf6,24.6,45.9,9.5,2.4,1.6,2.7,80.0,6.6,13.4,St2,1.65,1.48,2266.8,8.54,6.49,34.2,5.75,1.18,1.18,0.0,0.17,BW        
4514,2.0,20.0,67.0,I; Bv,5.667959307,10YR 5/3,40,2.65,C0,h0,Wf3,29.2,40.9,10.4,3.0,1.8,2.5,80.5,7.3,12.2,St2,1.66,1.48,2135.8,8.2,7.13,30.9,6.49,0.8400000000000001,0.8400000000000001,0.0,0.09,BW        
4514,3.0,67.0,170.0,I; Sw,2.017358491,5Y 7/1,5,2.65,C0,h0,Wf1,4.9,65.9,13.4,2.0,2.8,3.2,84.1,7.9,8.0,St2,1.56,1.56,4585.6,10.31,6.91,18.4,6.38,0.17,0.17,0.0,0.05,BW        
4517,4.0,46.0,72.0,II; P-Sd1,1.746415094,5Y 3/2,4,2.65,C0,h1,Wf2,8.9,26.3,7.1,5.8,14.5,8.7,42.3,28.9,28.8,Lts,1.11,1.12,1087.6,22.49,6.86,101.8,6.49,22.330000000000002,21.96,0.37,2.2800000000000002,BY        
4517,5.0,72.0,155.0,II; P-Sd2,2.162264151,5Y 4/2,7,2.65,C0,h1,Wf2,9.6,26.9,7.1,5.0,15.0,7.4,43.6,27.4,29.0,Lts,1.49,1.5,2915.6,22.3,6.97,88.8,6.51,21.64,21.28,0.36,2.17,BY        
4517,1.0,0.0,14.0,I; Ap1,4.245283019,10YR 3/2,3,2.65,C0,h3,Wf4,5.2,9.9,2.5,3.9,16.9,11.2,17.6,32.0,50.4,Tu2,1.41,1.44,2700.3,29.54,7.45,81.8,6.96,8.379999999999999,8.139999999999999,0.24,0.74,BY        
4517,2.0,14.0,32.0,I; Ap2,2.805283019,10YR 3/2,3,2.65,C0,h3,Wf3,4.9,5.4,1.5,4.3,20.0,14.3,11.8,38.6,49.6,Tu2,1.4,1.41,2721.5,28.08,7.47,101.7,7.05,7.17,6.89,0.28,0.6,BY        
4517,3.0,32.0,46.0,II; Swd-P,11.88080469,2.5Y 3/2,4,2.65,C0,h2,Wf2,0.7,1.1,1.2,6.6,24.4,16.1,3.0,47.1,49.9,Tu2,1.49,1.48,3844.7,26.18,7.53,159.9,7.09,6.37,6.06,0.31,0.45999999999999996,BY        
4518,4.0,81.0,120.0,II; Sdw,2.612830189,10YR 5/6,3,2.65,C0,h0,Wf1,16.0,27.7,11.6,12.5,12.5,5.5,55.3,30.4,14.3,Sl4,1.52,1.55,1480.3,17.63,6.14,65.5,5.39,11.41,11.41,0.0,1.0,BY        
4518,5.0,120.0,165.0,II; Swd,4.747169811,7.5YR 4/6,3,2.65,C0,h0,Unknown,13.7,27.2,12.0,13.9,12.4,6.1,52.9,32.4,14.7,Sl4,1.57,1.62,2990.9,16.04,6.37,57.4,5.7,10.09,10.09,0.0,0.8999999999999999,BY        
4518,6.0,165.0,170.0,III; Sd,2.617358491,10YR 5/4,0,2.65,C0,h0,Unknown,13.6,26.5,11.3,12.9,14.1,6.3,51.5,33.2,15.3,Sl4,1.63,1.65,3174.7,15.82,6.48,45.3,5.74,6.48,6.48,0.0,0.6,BY        
4518,1.0,0.0,33.0,I; Ap,3.503396226,10YR 4/3,6,2.65,C0,h3,Wf3,10.9,26.5,12.1,14.3,14.4,6.4,49.6,35.1,15.3,Sl4,1.65,1.68,3184.4,15.45,6.52,47.1,5.83,5.2700000000000005,5.2700000000000005,0.0,0.49,BY        
4518,2.0,33.0,73.0,I; M,3.562264151,10YR 4/4,6,2.65,C0,h3,Wf2,13.7,28.1,12.6,13.7,11.9,5.7,54.3,31.2,14.5,Sl4,1.54,1.58,1485.1,16.73,6.6,42.6,5.9,6.5200000000000005,6.5200000000000005,0.0,0.5800000000000001,BY        
4518,3.0,73.0,81.0,II; fAh,10.51396226,10YR 3/3,6,2.65,C0,h3,Wf1,16.3,25.7,8.7,13.7,13.7,6.7,50.7,34.2,15.1,Sl4,1.55,1.66,2774.1,12.41,6.74,32.3,5.89,2.48,2.48,0.0,0.27,BY        
4519,4.0,53.0,74.0,II; elCv2,2.993207547,5Y 4/3,3,2.65,C3,h1,Wf1,2.2,2.8,4.5,7.0,15.4,13.4,9.5,35.7,54.8,Tu2,1.36,1.4,1313.3,18.6,7.59,175.9,7.18,33.61,31.47,2.14,3.06,BY        
4519,5.0,74.0,140.0,III; elCv,1.09509434,2.5Y 6/4,3,2.65,C4,h1,Wf1,2.2,3.0,4.5,6.2,15.4,12.8,9.7,34.5,55.8,Tu2,1.43,1.45,1414.3,23.42,7.63,181.8,7.25,31.19,28.86,2.33,2.7700000000000005,BY        
4519,1.0,0.0,6.0,I; Ap1,1.245377664,5Y 3/2,4,2.65,C2,h3,Wf4,1.7,2.1,3.5,5.4,14.2,13.7,7.2,33.2,59.6,Tu2,1.4,1.48,1382.1,24.56,7.7,172.0,7.27,18.25,15.25,3.0,1.48,BY        
4519,2.0,6.0,20.0,I; Ap2,7.041131288,5Y 3/2,4,2.65,C2,h3,Wf3,4.0,1.4,1.3,5.3,13.1,14.7,6.8,33.2,60.0,Tu2,1.52,1.48,2822.7,21.89,7.88,175.3,7.42,23.27,7.17,16.1,0.66,BY        
4519,3.0,20.0,53.0,II; elCv1,2.353207547,2.5Y 5/4,7,2.65,C4,h1,Wf2,3.5,0.8,0.4,1.4,15.3,15.5,4.7,32.2,63.1,Tu2,1.52,1.55,2968.5,21.41,7.91,191.0,7.49,21.490000000000002,5.48,16.009999999999998,0.5,BY        
4519,4.0,53.0,74.0,II; elCv2,1.930566038,5Y 4/3,3,2.65,C3,h1,Wf1,2.8,0.8,0.5,2.1,14.3,20.4,4.1,36.8,59.1,Tu2,1.55,1.58,4560.2,20.68,7.96,180.3,7.51,19.74,4.93,14.81,0.45999999999999996,BY        
4520,1.0,0.0,10.0,I; Ap1,0.643018868,10YR 3/3,2,2.65,C0,h3,Wf2,5.2,5.0,12.0,22.1,21.4,8.7,22.2,52.2,25.6,Lu,1.26,1.27,1251.5,24.07,7.05,77.7,6.44,16.51,16.51,0.0,1.49,BY        
4520,2.0,10.0,30.0,I; Ap2,0.49509434,10YR 3/3,2,2.65,C0,h3,Wf2,3.8,5.3,12.8,21.5,22.8,8.3,21.9,52.6,25.5,Lu,1.4,1.4,2778.7,26.8,7.06,71.2,6.43,17.0,17.0,0.0,1.55,BY        
4520,3.0,30.0,47.0,I; M-Sw1,1.107924528,10YR 3/3,2,2.65,C0,h1,Wf2,4.8,4.5,9.8,21.4,21.9,10.5,19.1,53.8,27.1,Lu,1.45,1.46,2867.9,22.82,7.26,55.1,6.65,10.920000000000002,10.760000000000002,0.16,0.95,BY        
4520,4.0,47.0,74.0,I; M-Sw2,0.078490566,10YR 2/1,3,2.65,C0,h1,Wf2,2.1,4.1,8.5,20.0,22.0,10.1,14.6,52.1,33.3,Tu3,1.5,1.5,2997.6,23.26,7.37,35.1,6.52,12.44,12.190000000000001,0.25,0.81,BY        
4520,5.0,74.0,96.0,II; Swd,0.305660377,10YR 3/4,1,2.65,C0,h1,Wf1,1.5,2.7,6.9,20.8,22.2,9.2,11.0,52.2,36.8,Tu3,1.54,1.55,4605.9,24.94,7.22,26.2,6.3,5.07,5.07,0.0,0.42000000000000004,BY        
4521,6.0,33.0,55.0,Unknown,0.653584906,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,2.8,5.0,8.5,11.1,13.4,9.9,16.3,34.4,49.3,Tu2,1.14,1.15,1131.8,24.35,7.53,186.7,7.21,22.509999999999998,20.979999999999997,1.53,2.07,BY        
4521,7.0,33.0,55.0,Unknown,0.624150943,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,3.6,5.1,8.6,11.9,12.1,10.1,17.3,34.1,48.6,Tu2,1.23,1.24,2444.6,36.67,7.66,195.3,7.3,22.240000000000002,20.49,1.75,2.1,BY        
4521,8.0,33.0,55.0,Unknown,0.315471698,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,1.6,2.6,4.1,5.4,11.2,12.2,8.3,28.8,62.9,Tl,1.37,1.37,2731.4,31.64,7.71,217.0,7.36,12.77,10.389999999999999,2.38,1.1300000000000001,BY        
4521,1.0,0.0,7.0,I; Ap1,1.293584906,10YR 4/3,1,2.65,C2,h3,Wf2,1.7,1.2,1.3,2.2,8.7,14.4,4.1,25.3,70.6,Tt,1.47,1.49,2902.0,26.37,7.82,198.8,7.48,25.880000000000003,4.54,21.34,0.43999999999999995,BY        
4521,2.0,7.0,34.0,I; Ap2,0.39245283,10YR 4/3,0,2.65,C1,h3,Wf2,1.7,1.3,0.8,1.7,8.6,15.0,3.8,25.3,70.9,Tt,1.51,1.52,4512.2,26.46,7.9,212.0,7.53,26.48,4.3,22.18,0.4,BY        
4522,3.0,46.0,68.0,II; Tv+Bv,0.025660377,7.5YR 4/4,0,2.65,C0,h2,Wf2,0.6,1.1,4.8,31.9,28.5,10.0,6.5,70.4,23.1,Ut4,1.33,1.33,1325.7,20.98,6.41,77.4,5.6,15.27,15.27,0.0,1.43,BY        
4522,4.0,68.0,110.0,III; Bv-Tv,0.0,7.5YR 5/6,1,2.65,C2,h1,Wf1,0.8,1.1,4.6,30.0,29.5,11.7,6.5,71.2,22.3,Ut4,1.51,1.51,3020.0,17.86,6.28,57.6,5.54,14.32,14.32,0.0,1.3800000000000001,BY        
4522,5.0,110.0,135.0,III; Tv-elCv,0.0,7.5YR 4/6,15,2.65,C3,h1,Unknown,0.2,0.6,3.7,27.3,26.5,9.6,4.6,63.5,31.9,Tu3,1.46,1.46,2920.0,19.42,6.49,23.1,5.6,5.15,5.15,0.0,0.56,BY        
4522,1.0,0.0,28.0,I; Ap,0.008301887,10YR 4/3,0,2.65,C0,h3,Wf3,0.1,0.4,2.7,26.5,23.9,7.4,3.2,57.7,39.1,Tu3,1.47,1.47,2939.8,24.73,6.56,22.4,5.7,3.77,3.77,0.0,0.45999999999999996,BY        
4522,2.0,28.0,46.0,I; M,0.101132075,7.5YR 4/3,0,2.65,C0,h2,Wf2,0.1,0.4,1.6,16.0,19.3,7.6,2.1,42.9,55.0,Tu2,1.45,1.45,4345.6,27.09,6.68,39.8,6.12,4.9,4.699999999999999,0.2,0.53,BY        
4523,3.0,20.0,53.0,II; Bv+ilCv,7.857965396,7.5YR 4/6,65,2.65,C2,h2,Wf3,0.5,6.5,42.1,7.3,6.7,3.6,49.1,17.6,33.3,Lts,1.32,1.48,1216.0,21.96,7.72,191.0,7.24,38.95,32.95,6.0,3.19,BY        
4523,4.0,53.0,69.0,II; Bv-ilCv,10.42532793,7.5YR 4/6,25,2.65,C1,h0,Wf2,0.9,5.8,39.6,7.3,7.1,4.3,46.3,18.6,35.1,Lts,1.39,1.48,1242.4,18.47,7.66,164.4,7.17,30.28,21.92,8.36,2.1,BY        
4523,5.0,69.0,93.0,III; Sw-ilCv,39.54338187,10YR 5/8,4,2.65,C0,h0,Wf1,0.5,9.4,60.9,1.5,1.9,1.7,70.7,5.1,24.2,St3,1.65,1.48,915.0,13.93,7.83,88.4,7.18,5.58,4.85,0.73,0.41000000000000003,BY        
4523,1.0,0.0,10.0,I; ejAh,26.79237746,10YR 3/3,20,2.65,C3,h4,Wf6,0.4,12.6,70.6,1.1,1.5,1.3,83.5,3.9,12.6,St2,1.51,1.48,2643.7,8.8,8.0,84.6,7.37,3.4499999999999997,2.67,0.78,0.19,BY        
4523,2.0,10.0,20.0,I; ejrAp,12.71756227,10YR 3/3,20,2.65,C3,h4,Wf5,0.1,15.4,74.9,1.0,1.0,0.6,90.4,2.6,7.0,St2,1.39,1.48,2426.5,11.08,8.15,53.5,7.34,1.1700000000000002,0.9299999999999999,0.24,0.07,BY        
4523,3.0,20.0,53.0,II; Bv+ilCv,0.025660377,7.5YR 4/6,65,2.65,C2,h2,Wf3,0.1,16.0,77.8,0.7,0.3,0.1,93.9,1.1,5.0,St2,1.61,1.61,3702.0,20.18,8.53,57.7,7.42,0.65,0.44999999999999996,0.2,0.02,BY        
4523,1.0,0.0,10.0,I; ejAh,0.094339623,10YR 3/3,20,2.65,C3,h4,Wf6,0.5,5.1,64.0,0.6,1.9,2.6,69.6,5.2,25.2,Ts4,1.76,1.76,1230.8,17.39,8.12,89.9,7.42,1.8900000000000001,1.6800000000000002,0.21000000000000002,0.09,BY        
4524,2.0,22.0,33.0,I; rSw-Bv,0.849433962,7.5YR 4/6,0,2.65,C0,h1,Wf2,1.3,1.3,3.3,29.1,29.7,9.7,5.9,68.5,25.6,Tu4,1.12,1.12,1109.6,23.35,6.18,202.0,5.68,15.08,15.08,0.0,1.52,BY        
4524,3.0,33.0,70.0,II; rSwd-Bv-Tv,0.755849057,7.5YR 4/6,0,2.65,C0,h1,Wf2,2.2,1.2,3.0,29.6,29.1,9.4,6.4,68.1,25.5,Tu4,1.27,1.27,1504.6,28.42,6.16,142.3,5.64,15.25,15.25,0.0,1.5,BY        
4524,4.0,70.0,90.0,III; rSwd-Tv,0.107924528,5YR 5/6,10,2.65,C0,h0,Wf1,0.5,0.8,2.4,22.6,24.8,9.2,3.7,56.6,39.7,Tu3,1.6,1.6,1278.6,22.14,6.43,45.7,5.73,4.1899999999999995,4.1899999999999995,0.0,0.5,BY        
4524,5.0,90.0,100.0,IV; Tv,0.101886792,5YR 5/6,80,2.65,C0,h0,Unknown,0.4,1.1,2.5,22.1,25.1,9.5,4.0,56.7,39.3,Tu3,1.5,1.5,2996.9,23.36,6.51,37.4,5.74,3.83,3.83,0.0,0.45999999999999996,BY        
4524,1.0,0.0,22.0,I; Ap,18.60981132,10YR 3/4,1,2.65,C0,h3,Wf4,0.4,0.7,2.1,18.5,22.4,9.6,3.3,50.5,46.2,Tu2,1.29,1.55,2099.9,23.21,6.65,38.7,5.91,3.19,3.19,0.0,0.4,BY        
4524,2.0,22.0,33.0,I; rSw-Bv,27.09655831,7.5YR 4/6,0,2.65,C0,h1,Wf2,0.1,0.4,0.8,5.5,8.8,5.0,1.3,19.3,79.4,Tt,0.89,1.48,878.5,31.87,7.55,159.6,7.11,5.8999999999999995,4.43,1.47,0.5800000000000001,BY        
4527,3.0,50.0,73.0,I; elCv+M,14.2484561,7.5YR 4/3,30,2.65,C3.4,h2,Wf2,19.1,7.5,4.2,16.7,18.7,8.2,30.8,43.6,25.6,Lt2,1.27,1.48,1088.8,25.26,8.14,127.1,7.61,21.61,20.150000000000002,1.46,2.04,BY        
4527,4.0,73.0,201.0,II; elCv,11.43754146,7.5YR 5/4,75,2.65,C5,h1,Wf1,2.0,6.8,8.0,20.5,18.5,7.5,16.9,46.6,36.5,Lt3,1.33,1.48,2355.5,25.94,7.82,166.5,7.35,22.02,20.259999999999998,1.7599999999999998,1.9900000000000002,BY        
4527,1.0,0.0,30.0,I; Ap,14.05810432,7.5YR 3/2,10,2.65,C2,h4,Wf4,2.7,3.2,4.7,21.7,21.2,9.8,10.6,52.7,36.7,Tu3,1.36,1.48,2337.6,20.97,7.87,171.5,7.38,17.689999999999998,11.67,6.02,1.08,BY        
4527,2.0,30.0,50.0,I; eM,27.57746137,7.5YR 3/4,20,2.65,C3.2,h3,Wf3,2.9,1.5,2.6,21.5,23.0,8.4,7.0,52.8,40.2,Tu3,1.25,1.48,1810.6,16.79,7.97,130.5,7.41,15.69,8.219999999999999,7.47,0.8500000000000001,BY        
